ParishID,Adoration_Times,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday
251,"{""Friday"": ""9:00 AM - 9:00 PM"",""Monday_Thursday"": ""9:30 AM - 4:00 PM""}",,,9:00 AM - 9:00 PM,,,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM
252,"{""Silent Adoration"": {""First Friday"": ""9:30 AM - 12:00 PM"",""Other Fridays"": ""9:30 AM - 10:30 AM"",""First Saturday"": ""9:30 AM - 12:00 PM"",""Other Saturdays"": ""9:30 AM - 10:30 AM""},""Adoration with Guided Prayers"": {""Wednesday"": ""6:00 PM - 6:50 PM"",""Second Saturday"": ""8:00 PM - Second Sunday 8:00 AM""}}",9:30 AM - 12:00 PM,9:30 AM - 12:00 PM,,,9:30 AM - 12:00 PM,,9:30 AM - 12:00 PM
253,,,,,,,,
254,"{""Monday to Thursday"": ""9:00 AM - 4:00 PM"",""First Friday"": ""9:00 AM - 8:00 PM"",""Holy Hour"": ""Wednesday 7:00 PM - 8:00 PM""}",,,9:00 AM,,9:00 AM,9:00 AM,9:00 AM
255,,,,,,,,
256,"{""Nocturnal Adoration"": ""Every first Friday of the month after the 6 PM (Spanish) Mass"",""Holy Hour"": ""Thursday 7:00 PM \u2013 8:00 PM (Spanish)""}",,,,,,6 PM,6 PM
257,"{""Wednesday"": ""9:30 AM to 6:30 PM Benediction @ 6:30 PM""}",,,,,9:30 AM - 6:30 PM,,
258,"{""Friday"": [""8:30 AM - 7:00 PM""]}",,,,,,,8:30 AM - 7:00 PM
259,"Monday, 8:30 AM\u2013Saturday, 8 AM",8:30 AM,,8:30 AM,,,,
260,,,,,,,,
261,"{""Monday"": ""8:30 AM - 8:00 PM"",""Friday"": ""8:30 AM - 8:00 PM"",""Wednesday"": ""8:30 AM - 5:00 PM"",""Saturday"": ""8:30 AM - 7:00 PM""}",8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM
262,"{""Monday"": ""8:00 AM \u2013 11:59 PM"",""Tuesday"": ""12:00 AM \u2013 11:59 PM"",""Wednesday"": ""12:00 AM \u2013 11:59 PM"",""Thursday"": ""12:00 AM \u2013 11:59 PM"",""Friday"": ""12:00 AM \u2013 11:59 PM"",""Saturday"": ""12:00 AM \u2013 9:00 AM""}",8:00 AM,,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM
263,Daily between 9:30 AM & 9:00 PM,,,,,,,
264,"{""Monday"": ""8:30 AM - 8:00 PM"",""Wednesday"": ""12:00 PM - 5:00 PM"",""Friday"": ""8:30 AM - Saturday 8:00 AM"",""Parish_Holy_Hour"": ""Wednesday 5:00 PM - 6:00 PM""}",8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM,,8:30 AM - 8:00 PM
265,"{""First Friday"": {""Holy Mass"": ""6:30 PM"",""Adoration"": ""9:00 AM to 6:15 PM"",""Benediction"": ""6:15 PM""},""Weekdays"": ""After 5:30 PM Mass on Wednesday""}",,,,,6:30 PM - 6:15 PM,,6:30 PM - 6:15 PM
266,,,,,,,,
267,,,,,,,,
268,"{""Sunday"": [""7:00 AM to 8:15 AM (Observe silent)"",""11:00 AM to 11:50 AM""],""Monday"": ""5:00 PM to 5:45 PM"",""Tuesday"": ""8:00 AM to 8:45 AM (Observe silence)"",""Wednesday"": ""5:00 PM to 5:45 PM"",""Thursday"": ""8:00 AM to 8:45 AM (Observe silence)"",""Saturday"": [""8:00 AM to 8:45 AM (Observe silent)"",""4:00 PM to 4:45 PM (Observe silent)""],""1st Friday"": ""5:00 PM to 6:00 PM""}",7:00 AM - 8:15 AM,7:00 AM - 8:15 AM,7:00 AM - 8:15 AM,7:00 AM - 8:15 AM,7:00 AM - 8:15 AM,7:00 AM - 8:15 AM,7:00 AM - 8:15 AM
269,"{""Thursday"": ""4:00 PM to 7:00 PM"",""Friday"": ""after 9:30 AM Mass"",""First Friday"": ""6:00 PM to 8:00 PM""}",,,,,,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM
270,,,,,,,,
271,,,,,,,,
272,"24 hours a day, 7 days a week",,,,,,,
273,"{""Monday"": ""9:30 AM - 5:00 PM"",""Tuesday"": ""9:30 AM - 5:00 PM"",""Wednesday"": ""9:30 AM - 5:00 PM"",""Thursday"": ""9:30 AM - 5:00 PM"",""Friday"": ""9:30 AM - 12:00 PM""}",,,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM
274,"{""Vigil Adoration"": ""1st Friday of every month starting with the 9:00 AM Mass and ending with the 6:00 AM Mass the following day."",""Monday"": ""9:00 AM - 10:00 PM"",""Tuesday"": ""9:00 AM - 10:00 PM"",""Wednesday"": ""9:00 AM - 10:00 PM"",""Thursday"": ""9:00 AM - 10:00 PM"",""Friday"": ""9:00 AM - 10:00 PM""}",,,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM
275,"[""1st Saturday of the Month from 4:00 PM to 4:45 PM"",""Fridays from 11:00 AM to 3:00 PM""]",4:00 PM - 4:45 PM,,,,,,4:00 PM - 4:45 PM
276,,,,,,,,
277,,,,,,,,
278,"{""Monday"": ""1 hour following Mass"",""Thursday"": ""1 hour following Mass"",""Friday"": ""1 hour following Mass"",""Wednesday"": ""5:15 PM - 6:15 PM"",""FirstFriday"": ""9:00 AM - 8:00 AM (Saturday)""}",5:15 PM - 6:15 PM,,5:15 PM - 6:15 PM,,5:15 PM - 6:15 PM,5:15 PM - 6:15 PM,5:15 PM - 6:15 PM
279,,,,,,,,
280,"{""Monday - Friday"": ""9:00 AM - 10:00 AM"",""Monday and Wednesday"": ""7:00 PM - 8:00 PM"",""First Friday"": ""12:15 PM - Saturday 8:15 AM""}",9:00 AM,,9:00 AM,,9:00 AM,,9:00 AM
281,"{""Thursday"": ""10:00 AM - 7:00 PM"",""Friday"": ""7:00 PM - 8:00 PM""}",,,,,,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM
282,"{""Weekdays"": ""Following the noon Mass until 2:00 PM"",""First Friday"": ""12:00 PM""}",,,,,,,2:00 PM
283,Following Thursday Spanish Mass,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,"{""Monday - Friday"": ""9:00 AM - 9:00 PM"",""Sunday"": ""6:00 PM - 9:00 PM""}",,9:00 AM,9:00 AM,,,,9:00 AM
288,,,,,,,,
289,"{""Wednesday"": ""1:00 PM - 4:45 PM"",""RESTORE"": ""Third Sunday of the month from 7:00 PM - 8:00 PM""}",,1:00 PM - 4:45 PM,,,1:00 PM - 4:45 PM,,
290,,,,,,,,
291,"{""Tuesday"": ""8:45 AM - 7:00 PM"",""Sunday"": ""3:00 PM - 9:00 PM""}",,8:45 AM - 7:00 PM,,8:45 AM - 7:00 PM,,,
292,,,,,,,,
293,"{""Wednesdays"": ""6:30 PM - 8:00 PM"",""1st_Friday_of_the_Month"": ""3:00 PM - 5:00 PM""}",,,,,6:30 PM - 8:00 PM,,6:30 PM - 8:00 PM
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,Following First Friday Mass,,,,,,,
300,24/7 at the Confessional window on the parking lot side of Our Mother of Sorrows Church,,,,,,,
301,,,,,,,,
302,,,,,,,,
303,"{""Tuesday"": ""9:00 AM - 12:00 PM"",""Friday"": ""9:00 AM - 12:00 PM""}",,,,9:00 AM - 12:00 PM,,,9:00 AM - 12:00 PM
304,"{""Wednesday"": ""12:00 PM - 6:15 PM""}",,,,,12:00 PM - 6:15 PM,,
305,,,,,,,,
306,,,,,,,,
307,"{""Monday"": ""6:30 PM - 8:00 PM"",""Tuesday"": ""8:30 AM - 12:30 PM"",""Wednesday"": ""9:30 AM - 12:30 PM"",""Thursday"": ""8:30 AM - 12:30 PM"",""Friday"": ""8:30 AM - 5:30 PM"",""Saturday"": ""8:30 AM - 9:00 AM""}",6:30 PM - 8:00 PM,,6:30 PM - 8:00 PM,6:30 PM - 8:00 PM,6:30 PM - 8:00 PM,6:30 PM - 8:00 PM,6:30 PM - 8:00 PM
308,,,,,,,,
309,"{""Tuesday"": ""6:30 PM to 7:30 PM"",""Friday"": ""8:30 AM to 10:30 AM"",""First Friday"": ""9:00 AM to 1:00 PM""}",,,,6:30 PM - 7:30 PM,,,6:30 PM - 7:30 PM
310,"{""Monday"": ""6:00 PM - 7:00 PM"",""Wednesday"": ""11:30 AM - 12:30 PM""}",,,6:00 PM - 7:00 PM,,6:00 PM - 7:00 PM,,
311,,,,,,,,
312,,,,,,,,
313,,,,,,,,
314,"{""Tuesday"": ""After 8:00 AM Mass""}",,,,8:00 AM,,,
315,,,,,,,,
316,"{""Tuesday"": ""1:30 PM - 6:30 PM""}",,,,1:30 PM - 6:30 PM,,,
317,,,,,,,,
318,,,,,,,,
319,"{""1st & 3rd Monday"": ""6:00 PM""}",,,6:00 PM,,,,
320,"{""First and Last Tuesday of the Month"": ""11:00 AM - 11:45 AM""}",,,,11:00 AM - 11:45 AM,,,
321,"{""1st Friday of each month"": ""After 12:00 PM Mass""}",,,,,,,12:00 PM
322,,,,,,,,
323,Wednesday 9:30 AM - 10:30 AM,,,,,9:30 AM - 10:30 AM,,
324,"[""12:30 PM""]",,,,,,,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,,
331,"{""Thursday"": ""7:00 PM""}",,,,,,7:00 PM,
332,,,,,,,,
333,,,,,,,,
334,"{""Date"": ""November 6, 2023"",""Time"": ""6:30 PM - 9:00 PM"",""Location"": ""Christ the King Parish | 54 Lyman St., Brockton, MA 02302""}",,,,,,,
335,"{""Wednesday"": ""8:00 AM - 9:30 AM"",""Tuesday"": ""8:30 AM"",""Thursday"": ""8:30 AM"",""Friday"": ""8:30 AM""}",,,,8:00 AM - 9:30 AM,8:00 AM - 9:30 AM,8:00 AM - 9:30 AM,8:00 AM - 9:30 AM
336,"{""Thursdays"": ""12:00 PM - 3:00 PM at Sacred Heart""}",,,,,,12:00 PM - 3:00 PM,
337,,,,,,,,
338,,,,,,,,
339,"{""Wednesday"": ""after 6:00 PM Mass until 7:00 PM"",""First Friday"": ""6:00 PM - 9:00 PM""}",,,,,6:00 PM - 9:00 PM,,6:00 PM - 9:00 PM
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,"{""Wednesday"": ""Following Mass at 5:30 PM in Our Lady of Good Voyage Church""}",,,,,5:30 PM,,
344,,,,,,,,
345,Every Thursday Evening 7 PM - Holy Hour with Opportunity for Confession,,,,,,7 PM,
346,"{""Perpetual Adoration"": ""Available in Divine Mercy Chapel""}",,,,,,,
347,,,,,,,,
348,"{""Friday"": ""10:00 AM - 3:00 PM (except during Mass)""}",,,,,,,10:00 AM - 3:00 PM
349,"{""First Friday"": ""7:00 PM \u2013 10:00 PM""}",,,,,,,7:00 PM
350,"{""Monday"": ""8:00 AM to 9:00 AM"",""Tuesday"": ""8:00 AM to 9:00 AM"",""Wednesday"": [""8:00 AM to 9:00 AM"",""7:00 PM to 8:00 PM""],""Thursday"": ""8:00 AM to 9:00 AM"",""Friday"": ""8:00 AM to 9:00 AM""}",,,8:00 AM - 9:00 AM,8:00 AM - 9:00 AM,8:00 AM - 9:00 AM,8:00 AM - 9:00 AM,8:00 AM - 9:00 AM
351,,,,,,,,
352,,,,,,,,
353,"{""Daily"": ""6:30 A.M. - 7:30 A.M.""}",,,,,,,
354,Monday to Friday 10:00 AM to 5:00 PM (except holidays),,,10:00 AM,,,,10:00 AM
355,"{""Wednesday"": ""7:00 PM to 8:00 PM St. James"",""Saturday"": ""12:00 PM to 1:30 PM Immaculate Conception""}",7:00 PM - 8:00 PM,,,,7:00 PM - 8:00 PM,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,,
359,"{""Friday"": [""6:30 AM - 7:30 AM"",""11:30 AM - 12:30 PM""],""Saturday"": [""8:00 AM - 9:00 AM""]}",6:30 AM - 7:30 AM,,,,,,6:30 AM - 7:30 AM
360,"{""Monday"": ""6:00 PM to 7:00 PM""}",,,6:00 PM - 7:00 PM,,,,
361,,,,,,,,
362,,,,,,,,
363,"{""First Fridays"": ""12:00 PM - 2:00 PM at Most Precious Blood""}",,,,,,,12:00 PM - 2:00 PM
364,"{""Additional"": ""First Thursdays & First Fridays following 9AM Mass""}",,,,,,9AM,9AM
365,Monday \u2013 Friday: 9:00 AM - 1:00 PM,,,9:00 AM - 1:00 PM,,,,9:00 AM - 1:00 PM
366,"[""First Friday of the Month 6:00 PM \u2013 6:30 PM""]",,,,,,,6:00 PM
367,"{""Holy Hour"": ""Every Thursday"",""Lectio Divina"": ""Tuesday 10:30 AM - 11:30 AM"",""Adoration"": ""Thursday, 11:00 AM - 6:00 PM""}",,,,10:30 AM - 11:30 AM,,10:30 AM - 11:30 AM,
368,"{""Friday"": ""5:00 PM - 6:00 PM"",""Sunday"": ""3:00 PM - 4:00 PM""}",,5:00 PM - 6:00 PM,,,,,5:00 PM - 6:00 PM
369,"{""Tuesday"": ""6:00 PM to 7:00 PM at St. John the Evangelist"",""Thursday"": ""6:00 PM to 7:00 PM at St. Joseph"",""Friday"": ""6:00 AM to 12:00 PM at St. Joseph"",""First Friday"": ""7:00 PM to 8:00 PM at St. John the Evangelist"",""First Saturday"": ""11:00 AM to 11:30 AM at St. John the Evangelist""}",6:00 PM - 7:00 PM,,,6:00 PM - 7:00 PM,,6:00 PM - 7:00 PM,6:00 PM - 7:00 PM
370,"{""First Fridays"": ""After Daily Mass until 10:00 AM""}",,,,,,,10:00 AM
371,,,,,,,,
372,"{""Wednesdays"": ""4:00 PM to 5:00 PM""}",,,,,4:00 PM - 5:00 PM,,
373,,,,,,,,
374,Friday 9:30 AM to Noon,,,,,,,9:30 AM
375,,,,,,,,
376,"{""Monday"": ""8:30 AM - 12:00 PM"",""Tuesday"": ""8:30 AM - 12:00 PM"",""Wednesday"": ""8:30 AM - 12:00 PM"",""Thursday"": ""8:30 AM - 12:00 PM"",""Friday"": ""8:30 AM - 12:00 PM""}",,,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM
377,"{""Friday"": ""8:30 AM - 9:00 AM""}",,,,,,,8:30 AM - 9:00 AM
378,Open 7 days a week 7:00 AM to 7:00 PM for individual devotion,,,,,,,
379,,,,,,,,
380,,,,,,,,
381,"{""Thursday"": ""5:30 PM to 6:30 PM""}",,,,,,5:30 PM - 6:30 PM,
382,,,,,,,,
383,,,,,,,,
384,,,,,,,,
385,,,,,,,,
386,"{""Monday to Friday"": ""2:00 PM - 5:00 PM""}",,,2:00 PM,,,,2:00 PM
387,"{""Sunday"": ""5:00 PM - 6:00 PM - Saint Rose""}",,5:00 PM - 6:00 PM,,,,,
388,,,,,,,,
389,,,,,,,,
390,6:00 AM Wednesday - Sunday,,6:00 AM,,,6:00 AM,,
391,"{""First Monday of the Month"": ""8:30 AM - 10:00 AM""}",,,8:30 AM - 10:00 AM,,,,
392,"{""Monday"": ""9:00 AM to 12:45 PM"",""Tuesday"": ""9:00 AM to 12:45 PM"",""Wednesday"": ""9:00 AM to 12:45 PM"",""Thursday"": ""9:00 AM to 12:45 PM"",""Friday"": ""9:00 AM to 12:45 PM"",""Saturday"": ""NA""}",9:00 AM - 12:45 PM,,9:00 AM - 12:45 PM,9:00 AM - 12:45 PM,9:00 AM - 12:45 PM,9:00 AM - 12:45 PM,9:00 AM - 12:45 PM
393,,,,,,,,
394,,,,,,,,
395,,,,,,,,
396,,,,,,,,
397,"{""Everyday"": ""8:00 AM to 5:00 PM""}",,,,,,,
398,"{""Thursday"": ""1:00 PM - 6:45 PM""}",,,,,,1:00 PM - 6:45 PM,
399,"{""Thursday"": {""English"": ""6:00 PM - 7:30 PM"",""Vietnamese"": ""7:30 PM - 8:30 PM""}}",,,,,,6:00 PM - 7:30 PM,
400,"{""First Monday of the Month"": ""6:00 PM""}",,,6:00 PM,,,,
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,"{""Monday"": ""12:30 PM - 8:00 PM"",""Tuesday"": ""12:30 PM - 8:00 PM"",""Wednesday"": ""12:30 PM - 8:00 PM"",""Thursday"": ""12:30 PM - 8:00 PM"",""Friday"": ""12:30 PM - 8:00 PM"",""Saturday"": ""11:30 AM - 8:00 PM"",""Sunday"": ""12:00 PM - 8:00 PM""}",12:30 PM - 8:00 PM,12:30 PM - 8:00 PM,12:30 PM - 8:00 PM,12:30 PM - 8:00 PM,12:30 PM - 8:00 PM,12:30 PM - 8:00 PM,12:30 PM - 8:00 PM
405,"{""Friday"": ""6:00 PM - 6:45 PM (Spanish, Lower Church)"",""Saturday"": ""7:45 AM - 8:45 AM (Lower Church)""}",6:00 PM - 6:45 PM,,,,,,6:00 PM - 6:45 PM
406,,,,,,,,
407,"{""Monday"": [""8:30 AM \u2013 11:50 PM"",""12:30 PM \u2013 4:30 PM""],""Tuesday"": [""8:30 AM \u2013 11:50 PM"",""12:30 PM \u2013 4:30 PM""],""Wednesday"": [""8:30 AM \u2013 11:50 PM"",""12:30 PM \u2013 4:30 PM""],""Thursday"": [""8:30 AM \u2013 11:50 PM"",""12:30 PM \u2013 4:30 PM""],""Friday"": [""8:30 AM \u2013 11:50 PM"",""12:30 PM \u2013 4:30 PM""],""Saturday"": [""9:30 AM \u2013 11:45 AM"",""12:30 PM \u2013 3:30 PM""],""Sunday"": [""2:30 PM \u2013 3:30 PM""]}",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM
408,,,,,,,,
409,"{""Monday"": ""7:00 PM - Adoration (Spanish) - St. James"",""Tuesday"": ""9:30 AM - Adoration - St. James"",""Thursday"": ""9:30 AM - Adoration - St. James""}",,,7:00 PM,7:00 PM,,7:00 PM,
410,Saturday from 12:00 PM to 1:00 PM,12:00 PM - 1:00 PM,,,,,,
411,,,,,,,,
412,,,,,,,,
413,,,,,,,,
414,,,,,,,,
415,,,,,,,,
416,,,,,,,,
417,,,,,,,,
418,"{""Wednesday"": ""6:00 AM"",""Thursday"": ""6:00 AM"",""Friday"": ""6:00 AM"",""Saturday"": ""6:00 AM"",""Sunday"": ""6:00 AM""}",6:00 AM,6:00 AM,,,6:00 AM,6:00 AM,6:00 AM
419,,,,,,,,
420,"{""Friday"": ""7:30 AM - 8:45 AM""}",,,,,,,7:30 AM - 8:45 AM
421,,,,,,,,
422,,,,,,,,
423,Fridays 7:00 PM - 9:00 PM,,,,,,,7:00 PM - 9:00 PM
424,,,,,,,,
425,,,,,,,,
426,"{""Monday"": ""After 9:00 AM Mass"",""Tuesday"": ""After 9:00 AM Mass"",""Friday"": ""After 9:00 AM Mass"",""Saturday"": ""After 9:00 AM Mass""}",9:00 AM,,9:00 AM,9:00 AM,,,9:00 AM
427,,,,,,,,
428,"{""Monday"": ""9:30 AM \u2013 8 PM"",""Tuesday"": ""9:30 AM \u2013 8 PM"",""Wednesday"": ""9:30 AM \u2013 8 PM"",""Thursday"": ""9:30 AM \u2013 8 PM"",""Friday"": ""9:30 AM \u2013 8 PM"",""Saturday"": ""NA"",""Sunday"": ""7 PM \u2013 8 PM""}",9:30 AM,9:30 AM,9:30 AM,9:30 AM,9:30 AM,9:30 AM,9:30 AM
429,"{""FirstWednesday"": ""NA"",""Saturday"": [""After noon Mass until 4:00 PM Mass""],""FirstFridays"": [""After noon Mass until 5:30 PM Mass""]}",4:00 PM,,,,4:00 PM,,4:00 PM
430,"{""Fridays"": ""12:00 PM to 1:00 PM""}",,,,,,,12:00 PM - 1:00 PM
431,"{""First Friday of every month"": ""Following 8:00 AM Daily Mass""}",,,,,,,8:00 AM
432,"{""Wednesdays"": ""6:00 PM - 7:00 PM"",""Saturdays"": ""9:30 AM - 2:30 PM""}",6:00 PM - 7:00 PM,,,,6:00 PM - 7:00 PM,,
433,"{""Daily"": ""6:00 AM - 11:00 PM"",""Perpetual Eucharistic Adoration"": ""Open to the public from 6:00 AM to 11:00 PM""}",,,,,,,
434,,,,,,,,
435,"First Fridays, 9:30-10:30 AM",,,,,,,10:30 AM
436,,,,,,,,
437,"{""First_Thursday_of_the_month"": ""6:30 PM to 7:30 PM""}",,,,,,6:30 PM - 7:30 PM,
438,Fridays 7:00 PM - 9:00 PM,,,,,,,7:00 PM - 9:00 PM
439,"{""Friday"": ""10:00 AM to 4:00 PM"",""Last Friday of Each Month"": ""6:00 PM to 8:00 PM""}",,,,,,,10:00 AM - 4:00 PM
440,,,,,,,,
441,"{""Monday"": ""9:30 AM - 10:30 AM"",""Thursday"": ""5:00 PM - 7:00 PM""}",,,9:30 AM - 10:30 AM,,,9:30 AM - 10:30 AM,
442,,,,,,,,
443,,,,,,,,
444,"{""Friday"": ""12:00 PM - 7:00 PM""}",,,,,,,12:00 PM - 7:00 PM
445,,,,,,,,
446,,,,,,,,
447,"{""Friday"": ""11:00 AM - 12:00 PM""}",,,,,,,11:00 AM - 12:00 PM
448,"{""Upcoming"": {""Thursday"": ""6:00 PM""}}",,,,,,6:00 PM,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,"{""First Fridays"": ""9:30 AM - 6:00 PM"",""Saturday"": ""9:45 AM - 10:30 AM""}",9:30 AM - 6:00 PM,,,,,,9:30 AM - 6:00 PM
456,"{""Wednesday"": ""9:00 AM (All Night Adoration)"",""Saturday"": ""8:00 AM (All Night Adoration)""}",9:00 AM,,,,9:00 AM,,
457,,,,,,,,
458,,,,,,,,
459,"{""Every Friday"": ""5:00 PM - 7:00 PM at St. Dorothy's"",""First Friday of the Month"": ""2:00 PM - 7:00 PM at St. Dorothy\u2019s""}",,,,,,,5:00 PM - 7:00 PM
460,,,,,,,,
461,"{""First Friday"": {""Start"": ""7:00 PM"",""End"": ""7:30 AM (next day)""},""First Saturday"": {""Start"": ""7:00 PM"",""End"": ""7:30 AM (next day)""},""Tuesday"": {""Start"": ""7:00 PM"",""End"": ""8:15 PM""}}",7:00 PM,,,7:00 PM,,,7:00 PM
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,"{""Monday"": ""7:30 AM to 4:30 PM"",""Thursday"": ""1:00 PM to 5:00 PM""}",,,7:30 AM - 4:30 PM,,,7:30 AM - 4:30 PM,
466,"{""Tuesday"": ""7:00 AM - 7:00 PM"",""Thursday"": ""7:00 AM - 7:00 PM""}",,,,7:00 AM - 7:00 PM,,7:00 AM - 7:00 PM,
467,"{""Eucharistic Adoration"": ""Tuesdays 9:00 AM - 7:00 PM""}",,,,9:00 AM - 7:00 PM,,,
468,,,,,,,,
469,,,,,,,,
