ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Language
156,"4:00 PM, 6:00 PM","8:00 AM, 10:00 AM, 12:00 PM",,5:30 PM,8:30 AM,,,English
157,,,,,,,,English
158,"5:00 PM, 4:00 PM, 4:30 PM, 4:00 PM, 4:10 PM","9:00 AM, 8:00 AM, 8:30 AM, 8:00 AM, 8:10 AM",6:30 AM,6:30 AM,6:30 AM,6:30 AM,6:30 AM,English
159,"4:00 PM, 6:00 PM","8:00 AM, 10:00 AM, 12:00 PM",,5:30 PM,8:30 AM,,,English
160,5:30 PM,"8:00 AM, 10:00 AM, 12:30 PM, 5:00 PM",,5:30 PM,8:45 AM,5:30 PM,8:45 AM,English
161,4:00 PM,9:00 AM,,9:30 AM,,9:30 AM,,English
162,4:30 PM,9:30 AM,,8:30 AM,,8:30 AM,,English
163,,,,,,,,English
164,,,,,,,,English
165,,,,,,,,English
166,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM, 1:30 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
167,,,,,,,7:15 AM,English
168,5:00 PM,"8:00 AM, 10:00 AM",,,8:00 AM,8:00 AM,8:00 AM,English
169,"4:00 PM, 3:30 PM, 3:50 PM","8:00 AM, 10:00 AM, 12:00 PM",8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,English
170,,,,,,,,English
171,,9:00 AM,,4:30 PM,,6:00 PM,,English
172,5:30 PM,10:30 AM,,8:30 AM,6:00 PM,8:30 AM,,English
173,"4:00 PM, 7:00 PM","10:00 AM, 12:00 PM",8:30 AM,8:30 AM,"10:00 AM, 12:00 PM",8:30 AM,8:30 AM,English
174,4:30 PM,"8:30 AM, 11:15 AM",12:00 PM,6:00 PM,8:30 AM,8:30 AM,12:00 PM,English
175,"4:30 PM, 5:00 PM","7:00 AM, 8:45 AM, 7:30 AM, 9:15 AM, 11:00 AM","8:00 AM, 8:30 AM","5:00 PM, 5:30 PM","5:30 PM, 6:00 PM","5:00 PM, 5:30 PM",,English
176,,"8:00 AM, 10:30 AM, 7:00 PM",,,,,,English
177,4:00 PM,"11:00 AM, 9:00 AM, 1:00 PM",9:00 AM,5:45 PM,5:45 PM,5:45 PM,5:45 PM,English
178,,,,,,,,English
179,"4:30 PM, 5:00 PM","7:00 AM, 8:45 AM, 7:30 AM, 9:15 AM, 11:00 AM","8:00 AM, 8:30 AM","5:00 PM, 5:30 PM","5:30 PM, 6:00 PM","5:00 PM, 5:30 PM",,English
180,5:30 PM,9:15 AM,,8:45 AM,8:45 AM,8:45 AM,8:45 AM,English
181,4:30 PM,"7:30 AM, 10:30 AM",,6:15 PM,8:15 AM,8:15 AM,8:15 AM,English
182,4:00 PM,"11:00 AM, 1:00 PM",,,,9:00 AM,"9:00 AM, 11:00 AM",English
183,5:00 PM,10:00 AM,8:00 AM,,5:00 PM,8:00 AM,8:00 AM,English
184,4:00 PM,10:00 AM,,8:15 AM,12:00 PM,8:15 AM,,English
185,4:30 PM,"8:00 AM, 10:00 AM",,,,,,English
186,,,,,,,,English
187,4:00 PM,"10:00 AM, 12:00 PM",,8:15 AM,12:05 PM,8:15 AM,12:05 PM,English
188,,,,,,,,English
189,5:00 PM,"7:30 AM, 9:30 AM, 11:30 AM",8:30 AM,8:30 AM,"8:30 AM, 6:00 PM",8:30 AM,,English
190,"8:00 AM, 4:00 PM, 5:30 PM","7:30 AM, 9:00 AM, 10:30 AM, 8:30 AM",,8:35 AM,"7:30 AM, 6:00 PM","8:35 AM, 8:35 AM, 6:00 PM",7:30 AM,English
191,"4:00 PM, 6:00 PM","8:30 AM, 11:00 AM",,6:00 PM,6:00 PM,12:00 PM,8:30 AM,English
192,"5:00 PM, 11:30 AM","8:00 AM, 10:30 AM, 1:00 PM, 3:00 PM, 5:00 PM",9:00 AM,6:00 PM,"9:00 AM, 6:00 PM",6:00 PM,9:00 AM,"English, French, Spanish"
193,4:30 PM,"8:30 AM, 10:30 AM, 12:30 PM, 5:30 PM, 9:00 PM",12:15 PM,9:00 PM,12:15 PM,9:00 PM,12:15 PM,English
194,5:00 PM,11:00 AM,"11:45 AM, 5:00 PM",,11:45 AM,5:30 PM,,English
195,,"10:00 AM, 2:00 PM",,,,,,English
196,8:00 AM,10:30 AM,8:00 AM,8:00 AM,12:00 PM,8:00 AM,6:30 PM,English
197,"5:00 PM, 9:00 AM, 6:30 PM, 9:00 AM, 6:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 12:45 PM, 1:00 PM",,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
198,5:30 PM,"7:30 AM, 9:15 AM, 11:30 AM",,7:30 AM,6:00 PM,8:45 AM,7:30 AM,English
199,5:30 PM,9:15 AM,,8:45 AM,8:45 AM,8:45 AM,8:45 AM,English
200,5:00 PM,"9:30 AM, 10:30 AM, 6:00 PM",,,,,,English
201,5:30 PM,"8:00 AM, 10:30 AM",,5:30 PM,8:15 AM,8:15 AM,8:15 AM,English
202,5:30 PM,10:45 AM,,,9:30 AM,,9:30 AM,English
203,6:00 PM,,6:00 PM,,,12:00 PM,,English
204,"8:30 AM, 4:00 PM","8:00 AM, 10:00 AM, 10:30 AM, 12:15 PM, 5:00 PM",,,,,,English
205,4:00 PM,"8:00 AM, 10:00 AM, 12:30 PM, 5:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,12:10 PM,"English, Spanish"
206,8:10 AM,"4:00 PM, 7:30 AM, 9:00 AM, 10:30 AM, 12:00 PM, 4:00 PM, 5:30 PM, 1:30 PM","6:45 AM, 8:10 AM, 12:10 PM","6:45 AM, 8:10 AM, 12:10 PM, 7:15 AM","6:45 AM, 8:10 AM, 12:10 PM, 1:00 PM","6:45 AM, 8:10 AM, 12:10 PM, 7:00 PM, 7:15 AM","6:45 AM, 8:10 AM, 12:10 PM",English
207,5:00 PM,"7:30 AM, 9:00 AM, 11:30 AM",9:00 AM,9:00 AM,6:15 PM,9:00 AM,9:00 AM,English
208,"4:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",,,7:00 PM,7:00 PM,7:00 PM,English
209,"5:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM",7:00 PM,,7:00 PM,,7:00 PM,English
210,"4:30 PM, 5:30 PM","9:00 AM, 9:30 AM, 10:00 AM",,,,,,English
211,"4:00 PM, 6:00 PM","9:00 AM, 11:00 AM, 1:00 PM",8:00 AM,7:00 PM,8:00 AM,,5:00 PM,"English, Spanish"
212,,,,,,,,English
213,"9:00 AM, 5:00 PM","8:30 AM, 10:30 AM, 12:00 PM, 1:00 PM, 5:00 PM",9:00 AM,9:00 AM,"9:00 AM, 7:00 PM",9:00 AM,9:00 AM,"English, Spanish"
214,,,,,,,,English
215,10:00 AM,"10:30 AM, 2:00 PM",12:00 PM,12:00 PM,12:00 PM,,7:00 PM,English
216,"8:30 AM, 5:00 PM","7:00 AM, 8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM, 5:30 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM",English
217,,,,,,,,English
218,,,,,,,,English
219,,,,,,,,English
220,,"5:30 PM, 8:00 AM, 10:00 AM, 11:45 AM",,,,,,English
221,5:00 PM,"8:30 AM, 9:00 AM, 11:00 AM, 5:00 PM",8:30 AM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
222,4:30 PM,11:00 AM,,,12:15 PM,,,English
223,"4:00 PM, 5:00 PM","9:00 AM, 10:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
224,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 2:00 PM, 5:00 PM",,7:00 PM,7:00 PM,7:00 PM,7:00 PM,English
225,"4:30 PM, 5:00 PM","8:00 AM, 10:30 AM",,,,,,English
226,"9:00 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:30 AM, 5:30 PM, 1:30 PM, 3:30 PM",,,,,,"English, Spanish"
227,5:30 PM,9:00 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,,English
228,,,,,,,,English
229,"4:00 PM, 9:00 AM, 5:00 PM","7:30 AM, 9:30 AM, 12:00 PM, 2:30 PM, 5:00 PM",9:00 AM,9:00 AM,"9:00 AM, 7:00 PM",9:00 AM,"9:00 AM, 7:00 PM",English
230,5:30 PM,"9:00 AM, 11:30 AM",9:00 AM,9:00 AM,9:00 AM,,9:00 AM,"English, Spanish"
231,5:00 PM,"8:30 AM, 11:00 AM, 4:00 PM",12:10 PM,,12:10 PM,,12:10 PM,English
232,,9:00 AM,,,,,,English
233,,"8:00 AM, 9:30 AM, 11:00 AM",,12:00 PM,7:00 AM,12:00 PM,12:00 PM,English
234,,"11:15 AM, 12:30 PM",,,,,,English
235,6:00 PM,"7:30 AM, 10:00 AM, 11:45 AM",,7:30 PM,10:00 AM,7:30 PM,10:00 AM,English
236,,,,,,,,English
237,5:00 PM,"9:00 AM, 12:00 PM",9:00 AM,12:15 PM,12:15 PM,,9:00 AM,English
238,"9:00 AM, 4:00 PM",11:00 AM,9:00 AM,9:00 AM,9:00 AM,,7:00 PM,English
239,,9:00 AM,,,,,,English
240,,,,,,,,English
241,"5:00 PM, 9:00 AM","7:15 AM, 8:45 AM, 10:45 AM, 12:30 PM, 5:00 PM, 7:00 PM, 8:00 AM, 10:00 AM, 12:00 PM","9:00 AM, 12:10 PM","9:00 AM, 12:10 PM, 7:00 PM","9:00 AM, 7:00 PM","9:00 AM, 12:10 PM","9:00 AM, 12:10 PM","English, Spanish"
242,,"8:00 AM, 10:30 AM, 1:00 PM",12:00 PM,,6:00 PM,9:00 AM,12:00 PM,"English, Spanish"
243,"5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 12:30 PM, 2:00 PM, 5:00 PM",8:30 AM,"8:30 AM, 6:00 PM","8:30 AM, 7:00 PM","8:30 AM, 6:00 PM","8:30 AM, 6:00 PM","English, Spanish"
244,"9:00 AM, 5:00 PM","7:30 AM, 9:00 AM, 11:00 AM, 1:00 PM, 5:00 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM",English
245,4:00 PM,"8:00 AM, 10:00 AM",10:00 AM,6:30 PM,10:00 AM,10:00 AM,10:00 AM,English
246,"8:30 AM, 4:30 PM","7:30 AM, 10:00 AM, 12:15 PM, 2:00 PM, 4:30 PM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM","6:45 AM, 9:00 AM",English
247,4:30 PM,"8:00 AM, 10:30 AM, 12:30 PM, 5:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
248,"5:00 PM, 7:00 PM","8:00 AM, 10:00 AM, 12:00 PM",12:15 PM,12:15 PM,12:15 PM,12:15 PM,"12:15 PM, 7:00 PM",English
249,"7:00 AM, 9:00 AM","8:00 AM, 10:30 AM, 1:00 PM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 8:00 AM","6:30 AM, 7:00 PM",English
250,5:00 PM,"8:00 AM, 10:30 AM",9:00 AM,9:00 AM,9:00 AM,,9:00 AM,English
251,,"4:00 PM, 8:00 AM, 10:00 AM, 12:30 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,,English
252,"9:00 AM, 5:00 PM",10:00 AM,"9:00 AM, 6:00 PM",,7:00 PM,7:00 PM,"9:00 AM, 6:00 PM","English, Spanish"
253,,,,,,,,English
254,4:00 PM,"8:30 AM, 11:00 AM, 5:00 PM",8:30 AM,8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,8:30 AM,English
255,"5:30 PM, 6:00 PM","10:00 AM, 10:30 AM",,,7:00 PM,,,English
256,"4:30 PM, 6:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM, 3:00 PM, 5:00 PM",,"8:00 AM, 9:00 AM","8:00 AM, 9:00 AM","8:00 AM, 9:00 AM, 6:00 PM","8:00 AM, 9:00 AM, 6:00 PM","English, Spanish"
257,4:00 PM,"9:00 AM, 12:00 PM, 4:00 PM",,,7:00 PM,,,"English, Spanish"
258,,,,,,,,English
259,"5:30 PM, 7:30 PM","8:00 AM, 9:30 AM, 11:00 AM, 2:00 PM, 5:00 PM",8:00 AM,8:00 AM,"8:00 AM, 6:30 PM",8:00 AM,8:00 AM,"English, Spanish"
260,"5:30 PM, 7:30 PM, 9:00 AM","7:30 AM, 9:30 AM, 11:30 AM, 2:00 PM, 6:00 PM","9:00 AM, 7:30 PM",9:00 AM,"9:00 AM, 7:30 PM",9:00 AM,"9:00 AM, 7:30 PM","English, Spanish"
261,"5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM, 3:00 PM, 5:30 PM",,,,,,English
262,"8:30 AM, 5:00 PM","7:30 AM, 8:30 AM, 10:00 AM, 11:30 AM, 1:00 PM, 5:00 PM, 6:30 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","7:30 AM, 12:00 PM","English, Spanish"
263,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM, 2:30 PM, 5:00 PM",,,,,,"English, Spanish"
264,5:00 PM,"8:00 AM, 10:45 AM, 7:15 AM, 10:00 AM",8:00 AM,8:00 AM,6:00 PM,8:00 AM,12:00 PM,English
265,5:30 PM,"8:30 AM, 11:00 AM, 1:00 PM, 4:00 PM",8:30 AM,8:30 AM,5:30 PM,8:30 AM,8:30 AM,"English, French"
266,"4:00 PM, 6:00 PM, 6:00 PM, 7:30 PM","9:00 AM, 11:00 AM",,"9:00 AM, 6:00 PM",9:00 AM,6:30 PM,9:00 AM,"English, Spanish"
267,"4:00 PM, 5:45 PM","9:00 AM, 10:30 AM, 12:30 PM, 2:30 PM",12:00 PM,12:00 PM,2:00 PM,12:00 PM,"12:00 PM, 7:00 PM",English
268,5:00 PM,"8:30 AM, 12:00 PM",6:00 PM,9:00 AM,6:00 PM,9:00 AM,9:00 AM,English
269,5:00 PM,"9:00 AM, 12:00 PM",9:30 AM,9:30 AM,7:00 PM,9:30 AM,9:30 AM,English
270,,,,,,,,English
271,"4:30 PM, 6:30 PM","7:30 AM, 9:00 AM, 11:00 AM, 1:00 PM, 3:00 PM, 5:00 PM",12:00 PM,12:00 PM,12:00 PM,"9:00 AM, 6:00 PM",9:00 AM,"English, Spanish"
272,"9:00 AM, 4:00 PM","8:00 AM, 10:45 AM, 12:45 PM, 4:00 PM","9:00 AM, 6:30 PM","9:00 AM, 6:30 PM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM","6:30 AM, 9:00 AM",English
273,5:00 PM,"8:00 AM, 9:30 AM, 11:15 AM, 1:15 PM, 5:00 PM",9:00 AM,9:00 AM,"9:00 AM, 7:30 PM",9:00 AM,9:00 AM,"English, Spanish"
274,"9:00 AM, 5:00 PM, 6:00 AM","10:00 AM, 12:00 PM",9:00 AM,"9:00 AM, 7:00 PM","9:00 AM, 7:00 PM","9:00 AM, 7:00 PM",9:00 AM,English
275,5:00 PM,"8:00 AM, 10:00 AM, 12:30 PM","12:15 PM, 7:00 PM, 12:15 PM, 12:15 PM",12:15 PM,7:00 PM,12:15 PM,12:15 PM,English
276,,,,,,,,English
277,4:30 PM,"7:30 AM, 9:00 AM, 10:45 AM, 12:15 PM, 5:00 PM","6:45 AM, 8:30 AM, 12:00 PM, 8:30 AM","6:45 AM, 8:30 AM, 12:00 PM, 8:30 AM","6:45 AM, 8:30 AM, 12:00 PM, 8:30 AM","6:45 AM, 8:30 AM, 12:00 PM, 8:30 AM","6:45 AM, 8:30 AM, 12:00 PM, 8:30 AM",English
278,5:30 PM,"10:00 AM, 12:30 PM",,,,,,English
279,,,,,,,,English
280,5:00 PM,"8:30 AM, 11:00 AM, 1:00 PM, 5:00 PM","8:30 AM, 6:30 PM",8:30 AM,"8:30 AM, 6:30 PM",8:30 AM,"8:30 AM, 11:30 AM",English
281,"5:00 PM, 7:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 1:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,"English, Spanish"
282,,"8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM, 2:00 PM","12:00 PM, 7:00 PM",12:00 PM,"12:00 PM, 8:00 PM","12:00 PM, 7:00 PM",12:00 PM,English
283,4:30 PM,"7:45 AM, 9:30 AM, 11:30 AM, 5:00 PM",12:00 PM,12:00 PM,"9:00 AM, 7:00 PM",12:00 PM,12:00 PM,English
284,4:00 PM,"9:00 AM, 12:00 PM, 3:00 PM",,,,,,English
285,"4:30 PM, 5:00 PM","8:30 AM, 11:30 AM, 1:30 PM",,,9:00 AM,,9:00 AM,English
286,9:00 AM,"8:30 AM, 10:00 AM, 11:00 AM",,,12:10 PM,12:10 PM,"12:10 PM, 12:00 PM",English
287,,"7:45 AM, 9:30 AM, 11:30 AM, 2:00 PM, 5:00 PM",,6:30 PM,6:30 PM,6:30 PM,,English
288,5:00 PM,"9:30 AM, 11:30 AM",7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,English
289,5:00 PM,"8:00 AM, 10:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
290,,"8:00 AM, 12:00 PM",,,9:00 AM,9:00 AM,,English
291,"5:00 PM, 8:15 AM","8:00 AM, 11:00 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
292,4:00 PM,"8:00 AM, 9:30 AM, 10:00 AM, 12:00 PM",,12:00 PM,12:00 PM,12:00 PM,12:00 PM,"English, Spanish"
293,4:00 PM,"8:30 AM, 10:30 AM, 7:45 AM, 11:45 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
294,4:00 PM,"8:30 AM, 11:00 AM",8:00 AM,12:00 PM,6:30 PM,8:00 AM,8:00 AM,English
295,,,,,,,,English
296,,"8:30 AM, 11:00 AM",,,,,,English
297,5:30 PM,"9:30 AM, 12:00 PM, 5:30 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,English
298,"8:30 AM, 4:30 PM","8:30 AM, 10:30 AM, 2:00 PM",8:30 AM,5:30 PM,,5:30 PM,8:30 AM,English
299,5:30 PM,"9:00 AM, 12:00 PM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
300,,,,8:00 AM,8:00 AM,,8:00 AM,English
301,5:30 PM,"8:30 AM, 11:30 PM",8:30 AM,,8:30 AM,,8:30 AM,English
302,4:30 PM,10:00 AM,,5:30 PM,5:30 PM,5:30 PM,5:30 PM,English
303,5:00 PM,"9:00 AM, 11:00 AM",,8:30 AM,,,8:30 AM,English
304,4:00 PM,"8:00 AM, 10:00 AM, 12:00 PM",,,,,,English
305,,8:30 AM,,,,8:30 AM,8:30 AM,English
306,"3:00 PM, 4:00 PM","9:00 AM, 11:00 AM",,,,,,English
307,5:00 PM,"8:00 AM, 10:00 AM, 12:00 PM, 3:00 PM",6:00 PM,8:00 AM,"8:00 AM, 8:00 AM",8:00 AM,8:00 AM,"English, Spanish"
308,,8:00 AM,,,6:30 PM,,,English
309,4:30 PM,"9:00 AM, 10:30 AM",8:15 AM,6:00 PM,8:15 AM,8:15 AM,8:15 AM,English
310,4:00 PM,10:00 AM,,11:00 AM,11:00 AM,11:00 AM,11:00 AM,English
311,,,,,,,,English
312,4:00 PM,"9:30 AM, 12:00 PM",11:30 AM,11:30 AM,11:30 AM,11:30 AM,,English
313,,,"8:15 AM, 8:15 AM, 8:15 AM, 8:15 AM",8:15 AM,8:15 AM,8:15 AM,8:15 AM,English
314,4:00 PM,10:00 AM,,8:00 AM,,,8:00 AM,English
315,"8:15 AM, 5:00 PM","8:00 AM, 10:00 AM, 12:00 PM, 5:00 PM","7:00 AM, 8:15 AM, 12:00 PM","7:00 AM, 8:15 AM, 12:00 PM","7:00 AM, 8:15 AM, 12:00 PM","7:00 AM, 8:15 AM, 12:00 PM","7:00 AM, 8:15 AM, 12:00 PM",English
316,4:00 PM,"8:30 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
317,,11:00 AM,,,,,,English
318,"6:00 PM, 6:00 PM","8:30 AM, 10:30 AM",8:30 AM,,6:30 PM,,,English
319,,,,,,,,English
320,,9:00 AM,,12:00 PM,9:00 AM,,,English
321,4:30 PM,"7:30 AM, 9:30 AM, 11:30 AM",12:00 PM,12:00 PM,12:00 PM,,12:00 PM,English
322,04:00 PM,,05:30 PM,05:30 PM,,,,English
323,5:00 PM,"9:00 AM, 11:00 AM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
324,"4:00 PM, 8:30 AM, 10:30 AM","8:30 AM, 10:30 AM, 12:00 PM",12:00 PM,12:00 PM,12:00 PM,12:00 PM,"8:30 AM, 10:30 AM, 12:00 PM",English
325,5:00 PM,"9:30 AM, 11:00 AM, 1:00 PM",12:00 PM,,,8:00 AM,,English
326,8:30 AM,"4:00 PM, 8:00 AM, 11:30 AM, 7:00 PM",8:30 AM,8:30 AM,5:30 PM,8:30 AM,8:30 AM,English
327,04:00 PM,11:00 AM,,,,,,English
328,"6:00 PM, 6:00 PM","8:30 AM, 10:30 AM",,8:30 AM,,8:30 AM,,English
329,,9:00 AM,,,,,,English
330,4:00 PM,"9:00 AM, 11:00 AM",5:30 PM,12:10 PM,12:10 PM,,,English
331,4:00 PM,"8:00 AM, 10:00 AM",,,,,,English
332,4:00 PM,"8:30 AM, 10:30 AM",8:00 AM,8:00 AM,,8:00 AM,8:00 AM,English
333,12:05 PM,5:30 PM,,12:05 PM,12:05 PM,12:05 PM,12:05 PM,English
334,9:00 AM,"9:00 AM, 12:00 PM, 8:00 AM, 11:00 AM, 8:00 AM, 10:30 AM, 1:00 PM",9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,English
335,4:00 PM,"8:00 AM, 10:00 AM",8:00 AM,8:00 AM,8:00 AM,,,English
336,"4:00 PM, 4:00 PM","9:00 AM, 11:00 AM, 8:00 AM, 10:00 AM, 6:00 PM, 12:00 PM",,,,,,English
337,"4:00 PM, 4:30 PM","8:00 AM, 9:00 AM, 10:30 AM, 12:00 PM, 6:00 PM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM","7:00 AM, 9:00 AM",English
338,4:00 PM,"5:30 PM, 10:30 AM",,,,,,English
339,4:00 PM,"7:30 AM, 10:30 AM, 5:00 PM",,,6:00 PM,,,English
340,,,,,,,,English
341,9:00 AM,,,,,,12:00 PM,English
342,,9:00 AM,,,,,,English
343,"4:00 PM, 6:00 PM, 8:00 AM, 11:30 AM, 11:30 AM","7:00 AM, 8:15 AM, 10:00 AM, 11:45 AM","8:00 AM, 12:00 PM, 5:30 PM",,5:30 PM,8:00 AM,8:00 AM,English
344,,,,,,,,English
345,,,,,,,,English
346,4:00 PM,"9:00 AM, 12:00 PM",,9:00 AM,,9:00 AM,,English
